{38}{191}{c:$00FFFF}nani ka iikoto naikana
{191}{268}{c:$00FFFF}soyogu mono kana
{268}{383}{c:$00FFFF}kaze wa nani mo tsugezu
{383}{453}{c:$00FFFF}tada sugiteyuku
{453}{560}{c:$00FFFF}nazo nazo kotae wa
{560}{669}{c:$00FFFF}sora no mukou ni
{669}{763}{c:$00FFFF}yume de mita koto aru
{763}{895}{c:$00FFFF}kono michi o itte miyou yo
{895}{1003}{c:$00FFFF}kitto kitto kono hou yo
{1003}{1097}{c:$00FFFF}kitto kitto kono atari yo
{1097}{1271}{c:$00FFFF}kyou no hana wo sou asu ni todokeyou
{1275}{1385}{c:$00FFFF}chiisana ashioto kasanete
{1385}{1483}{c:$00FFFF}ai no RYTHM o narasou
{1483}{1578}{c:$00FFFF}futari de aeta yorokobi ga
{1578}{1670}{c:$00FFFF}sora ni hibiki hirogaru
{1670}{1795}{c:$00FFFF}kyou no hana wa hikari yo
{108}{111}|ÿ                     
{800}{804}|       ÿ                  
{808}{817}|           ÿ              
{825}{828}|             ÿ            
{832}{835}|              ÿ           
{840}{845}|               ÿ          
{849}{853}|                  ÿ       
{857}{865}|                    ÿ     
{869}{873}|                      ÿ   
{873}{894}|                        ÿ 
{920}{924}|ÿ                      
{928}{931}|  ÿ                    
{936}{939}|   ÿ                   
{944}{948}|      ÿ                
{952}{955}|        ÿ              
{959}{963}|         ÿ             
{969}{971}|            ÿ          
{976}{980}|              ÿ        
{985}{988}|                 ÿ     
{988}{992}|                   ÿ   
{992}{1002}|                     ÿ 
{1017}{1021}|ÿ                        
{1025}{1029}|  ÿ                      
{1033}{1036}|   ÿ                     
{1041}{1044}|      ÿ                  
{1048}{1051}|        ÿ                
{1055}{1061}|         ÿ               
{1061}{1063}|            ÿ            
{1063}{1066}|              ÿ          
{1072}{1075}|                 ÿ       
{1079}{1083}|                  ÿ      
{1083}{1087}|                    ÿ    
{1087}{1096}|                       ÿ 
{1112}{1115}|ÿ                                   
{1119}{1128}|   ÿ                                
{1128}{1132}|     ÿ                              
{1136}{1143}|        ÿ                           
{1143}{1147}|          ÿ                         
{1151}{1154}|             ÿ                      
{1159}{1170}|                ÿ                   
{1184}{1191}|                   ÿ                
{1191}{1194}|                    ÿ               
{1199}{1202}|                       ÿ            
{1207}{1210}|                          ÿ         
{1215}{1218}|                            ÿ       
{1223}{1226}|                              ÿ     
{1231}{1234}|                                ÿ   
{1234}{1256}|                                  ÿ 
{1310}{1314}|ÿ                        
{1314}{1318}|   ÿ                     
{1318}{1322}|    ÿ                    
{1322}{1327}|      ÿ                  
{1327}{1330}|         ÿ               
{1330}{1334}|          ÿ              
{1334}{1337}|             ÿ           
{1341}{1346}|              ÿ          
{1350}{1354}|                 ÿ       
{1359}{1366}|                   ÿ     
{1366}{1370}|                     ÿ   
{1375}{1384}|                       ÿ 
{1407}{1411}|ÿ                    
{1415}{1419}| ÿ                   
{1419}{1422}|   ÿ                 
{1422}{1426}|      ÿ              
{1426}{1429}|        ÿ            
{1429}{1433}|          ÿ          
{1437}{1446}|            ÿ        
{1446}{1454}|              ÿ      
{1454}{1461}|                ÿ    
{1461}{1465}|                  ÿ  
{1469}{1482}|                    ÿ
{1502}{1510}|ÿ                         
{1510}{1514}|  ÿ                       
{1514}{1518}|    ÿ                     
{1518}{1522}|       ÿ                  
{1522}{1525}|          ÿ               
{1525}{1528}|           ÿ              
{1534}{1538}|            ÿ             
{1542}{1546}|               ÿ          
{1546}{1550}|                 ÿ        
{1550}{1552}|                   ÿ      
{1558}{1562}|                     ÿ    
{1566}{1577}|                        ÿ 
{1590}{1598}|ÿ                      
{1598}{1601}|  ÿ                    
{1606}{1608}|     ÿ                 
{1614}{1617}|        ÿ              
{1622}{1625}|          ÿ            
{1629}{1632}|            ÿ          
{1637}{1644}|               ÿ       
{1644}{1648}|                 ÿ     
{1653}{1657}|                   ÿ   
{1661}{1669}|                     ÿ 
{1685}{1689}|ÿ                        
{1693}{1697}|   ÿ                     
{1701}{1705}|     ÿ                   
{1709}{1713}|        ÿ                
{1717}{1720}|          ÿ              
{1724}{1728}|             ÿ           
{1733}{1736}|                ÿ        
{1741}{1744}|                  ÿ      
{1749}{1752}|                    ÿ    
{1756}{1765}|                       ÿ 
