{1119}{1324}hitori aruki no MY REVOLUTION
{1324}{1505}ikutsu mono deai ni mitsuketa
{1505}{1714}yasashisa setsuna sa
{1775}{1954}kokoro ni hiraku CANVAS wa
{1954}{2136}kizutsuitari yogoretari demo
{2136}{2323}egakare dasareta
{2323}{2424}awai kanjou
{2424}{2630}anata no koe anata no kami moshimo
{2630}{2963}sennen tatte atte mo mada oboeteru
{2963}{3051}hoshi no kazu hodo
{3051}{3258}ano hi no koto ashita no koto motto
{3258}{3422}omoide kudasai watashi wa
{3422}{3601}anata wo kesenakute
{3601}{3785}FOREVER FULL OF MY LOVE
{3966}{4139}tatakai tsuzuketa GENERATION
{4139}{4320}egao no oku ni namida iro no
{4320}{4524}tsuyosa wo himeteru
{4524}{4617}nanika wo motome
{4617}{4823}anata no me mo anata no yubisaki mo
{4823}{5145}umare kawatte sore demo mada sagaseru wa
{5145}{5240}hoshi no kazu hodo
{5240}{5452}ai ga atte yume ga atte dakedo
{5452}{5608}kawaranu omoi wo kasanete
{5608}{5785}anata to ikitai no
{5785}{5979}FOREVER FULL OF MY LOVE
{6008}{6331}kami wo hodo ite miageru ORION
{6331}{6575}anata ga tooku kanjiru
{6575}{6645}uchi kesu you ni
{6645}{6858}anata no koe anata no kami moshimo
{6858}{7172}sennen tatte atte mo mada oboeteru
{7172}{7269}hoshi no kazu hodo
{7269}{7480}ano hi no koto ashita no koto motto
{7480}{7646}omoide kudasai watashi wa
{7646}{7823}anata wo kesenakute
{7823}{8057}FOREVER FULL OF MY LOVE
{1189}{1193}|ÿ                            
{2066}{2075}|                   ÿ        
{2075}{2086}|                     ÿ      
{2090}{2097}|                        ÿ   
{2102}{2135}|                          ÿ 
{2152}{2162}|ÿ               
{2166}{2173}| ÿ              
{2178}{2185}|   ÿ            
{2189}{2216}|     ÿ          
{2231}{2241}|        ÿ       
{2247}{2254}|          ÿ     
{2259}{2264}|            ÿ   
{2269}{2322}|              ÿ 
{2358}{2367}|ÿ          
{2367}{2371}| ÿ         
{2375}{2381}|   ÿ       
{2385}{2393}|     ÿ     
{2393}{2398}|       ÿ   
{2404}{2416}|        ÿ  
{2416}{2423}|          ÿ
{2427}{2436}|ÿ                                 
{2441}{2452}| ÿ                                
{2452}{2467}|   ÿ                              
{2473}{2480}|      ÿ                           
{2484}{2491}|         ÿ                        
{2495}{2502}|           ÿ                      
{2506}{2520}|             ÿ                    
{2520}{2527}|              ÿ                   
{2531}{2547}|                ÿ                 
{2552}{2557}|                   ÿ              
{2561}{2567}|                      ÿ           
{2572}{2578}|                        ÿ         
{2582}{2588}|                           ÿ      
{2592}{2597}|                             ÿ    
{2601}{2629}|                                ÿ 
{2672}{2676}|ÿ                                 
{2680}{2684}|  ÿ                               
{2689}{2693}|   ÿ                              
{2697}{2703}|     ÿ                            
{2708}{2713}|       ÿ                          
{2717}{2721}|         ÿ                        
{2726}{2734}|          ÿ                       
{2738}{2744}|             ÿ                    
{2752}{2758}|              ÿ                   
{2764}{2777}|               ÿ                  
{2784}{2790}|                  ÿ               
{2795}{2802}|                     ÿ            
{2806}{2841}|                       ÿ          
{2859}{2867}|                          ÿ       
{2871}{2877}|                           ÿ      
{2884}{2888}|                             ÿ    
{2895}{2912}|                              ÿ   
{2920}{2962}|                                ÿ 
{2984}{2988}|ÿ                 
{2992}{2997}|  ÿ               
{3001}{3008}|      ÿ           
{3008}{3015}|         ÿ        
{3019}{3026}|           ÿ      
{3030}{3035}|              ÿ   
{3040}{3051}|                ÿ 
{3051}{3066}|ÿ                                  
{3066}{3072}| ÿ                                 
{3076}{3095}|    ÿ                              
{3099}{3104}|       ÿ                           
{3108}{3113}|          ÿ                        
{3118}{3125}|            ÿ                      
{3129}{3140}|               ÿ                   
{3144}{3149}|                ÿ                  
{3154}{3170}|                   ÿ               
{3175}{3181}|                      ÿ            
{3186}{3191}|                         ÿ         
{3195}{3201}|                           ÿ       
{3206}{3211}|                              ÿ    
{3217}{3221}|                                ÿ  
{3226}{3257}|                                 ÿ 
{3277}{3282}|ÿ                        
{3286}{3290}| ÿ                       
{3294}{3299}|   ÿ                     
{3304}{3310}|    ÿ                    
{3316}{3324}|       ÿ                 
{3324}{3330}|         ÿ               
{3334}{3340}|           ÿ             
{3345}{3351}|             ÿ           
{3356}{3365}|               ÿ         
{3365}{3372}|                 ÿ       
{3378}{3387}|                   ÿ     
{3392}{3421}|                       ÿ 
{3433}{3438}|ÿ                  
{3442}{3448}| ÿ                 
{3454}{3463}|   ÿ               
{3469}{3499}|      ÿ            
{3510}{3515}|         ÿ         
{3520}{3541}|           ÿ       
{3549}{3553}|             ÿ     
{3557}{3561}|               ÿ   
{3566}{3600}|                 ÿ 
{3610}{3614}|ÿ                      
{3618}{3623}|  ÿ                    
{3628}{3634}|    ÿ                  
{3638}{3644}|        ÿ              
{3648}{3653}|             ÿ         
{3658}{3698}|                ÿ      
{3708}{3770}|                   ÿ   
{4001}{4004}|ÿ                           
{4008}{4012}|  ÿ                         
{4017}{4024}|    ÿ                       
{4024}{4030}|      ÿ                     
{4035}{4040}|        ÿ                   
{4045}{4050}|           ÿ                
{4055}{4060}|             ÿ              
{4064}{4077}|               ÿ            
{4085}{4090}|                  ÿ         
{4095}{4101}|                    ÿ       
{4105}{4108}|                      ÿ     
{4114}{4138}|                        ÿ   
{4157}{4162}|ÿ                           
{4166}{4170}| ÿ                          
{4174}{4179}|   ÿ                        
{4183}{4192}|     ÿ                      
{4197}{4201}|        ÿ                   
{4205}{4211}|         ÿ                  
{4215}{4230}|            ÿ               
{4237}{4245}|               ÿ            
{4245}{4251}|                 ÿ          
{4256}{4263}|                   ÿ        
{4267}{4275}|                      ÿ     
{4279}{4285}|                       ÿ    
{4292}{4319}|                          ÿ 
{4340}{4348}|ÿ                  
{4354}{4361}|   ÿ               
{4368}{4374}|     ÿ             
{4379}{4405}|        ÿ          
{4420}{4429}|           ÿ       
{4434}{4440}|             ÿ     
{4445}{4451}|               ÿ   
{4457}{4523}|                 ÿ 
{4546}{4551}|ÿ               
{4555}{4560}|  ÿ             
{4564}{4569}|    ÿ           
{4573}{4580}|       ÿ        
{4585}{4590}|          ÿ     
{4595}{4599}|            ÿ   
{4605}{4617}|              ÿ 
{4617}{4625}|ÿ                                  
{4629}{4638}| ÿ                                 
{4642}{4653}|   ÿ                               
{4662}{4667}|      ÿ                            
{4672}{4682}|         ÿ                         
{4682}{4688}|            ÿ                      
{4692}{4704}|               ÿ                   
{4708}{4715}|                ÿ                  
{4719}{4735}|                  ÿ                
{4743}{4748}|                     ÿ             
{4753}{4761}|                        ÿ          
{4761}{4766}|                          ÿ        
{4771}{4776}|                            ÿ      
{4781}{4785}|                              ÿ    
{4789}{4822}|                                 ÿ 
{4860}{4865}|ÿ                                       
{4869}{4873}| ÿ                                      
{4878}{4882}|   ÿ                                    
{4892}{4896}|      ÿ                                 
{4902}{4909}|        ÿ                               
{4909}{4913}|          ÿ                             
{4917}{4923}|           ÿ                            
{4928}{4934}|              ÿ                         
{4942}{4948}|                ÿ                       
{4956}{4972}|                   ÿ                    
{4979}{4984}|                     ÿ                  
{4988}{4993}|                        ÿ               
{4997}{5024}|                          ÿ             
{5046}{5051}|                             ÿ          
{5059}{5067}|                               ÿ        
{5071}{5078}|                                 ÿ      
{5083}{5106}|                                   ÿ    
{5115}{5144}|                                      ÿ 
{5173}{5181}|ÿ                 
{5181}{5189}|  ÿ               
{5189}{5198}|      ÿ           
{5198}{5207}|         ÿ        
{5211}{5216}|           ÿ      
{5222}{5226}|              ÿ   
{5230}{5239}|                ÿ 
{5245}{5256}|ÿ                             
{5256}{5261}| ÿ                            
{5266}{5285}|   ÿ                          
{5290}{5298}|      ÿ                       
{5298}{5304}|       ÿ                      
{5308}{5321}|        ÿ                     
{5321}{5330}|           ÿ                  
{5334}{5343}|             ÿ                
{5347}{5361}|                ÿ             
{5367}{5372}|                   ÿ          
{5377}{5382}|                    ÿ         
{5388}{5399}|                     ÿ        
{5399}{5409}|                        ÿ     
{5409}{5413}|                          ÿ   
{5417}{5451}|                            ÿ 
{5472}{5479}|ÿ                        
{5479}{5483}|  ÿ                      
{5488}{5492}|    ÿ                    
{5498}{5502}|      ÿ                  
{5507}{5511}|         ÿ               
{5516}{5520}|          ÿ              
{5525}{5529}|            ÿ            
{5534}{5538}|              ÿ          
{5544}{5548}|                 ÿ       
{5554}{5560}|                   ÿ     
{5568}{5574}|                     ÿ   
{5581}{5607}|                       ÿ 
{5624}{5628}|ÿ                 
{5632}{5639}| ÿ                
{5644}{5652}|   ÿ              
{5657}{5682}|      ÿ           
{5700}{5704}|         ÿ        
{5709}{5726}|          ÿ       
{5739}{5742}|            ÿ     
{5746}{5749}|              ÿ   
{5756}{5784}|                ÿ 
{5798}{5802}|ÿ                      
{5806}{5811}|  ÿ                    
{5816}{5823}|    ÿ                  
{5828}{5833}|        ÿ              
{5839}{5844}|             ÿ         
{5850}{5889}|                ÿ      
{5899}{5964}|                   ÿ   
{6043}{6046}|ÿ                             
{6052}{6056}|  ÿ                           
{6061}{6069}|     ÿ                        
{6085}{6089}|        ÿ                     
{6095}{6099}|          ÿ                   
{6104}{6118}|             ÿ                
{6129}{6168}|              ÿ               
{6211}{6215}|                 ÿ            
{6219}{6223}|                   ÿ          
{6230}{6235}|                    ÿ         
{6243}{6247}|                      ÿ       
{6256}{6260}|                         ÿ    
{6269}{6275}|                          ÿ   
{6284}{6330}|                            ÿ 
{6373}{6378}|ÿ                     
{6378}{6383}| ÿ                    
{6390}{6395}|   ÿ                  
{6402}{6428}|      ÿ               
{6443}{6446}|         ÿ            
{6452}{6456}|           ÿ          
{6462}{6468}|            ÿ         
{6480}{6485}|               ÿ      
{6490}{6495}|                 ÿ    
{6502}{6507}|                  ÿ   
{6522}{6574}|                    ÿ 
{6582}{6586}|ÿ               
{6591}{6598}| ÿ              
{6598}{6603}|     ÿ          
{6607}{6613}|       ÿ        
{6619}{6623}|          ÿ     
{6628}{6632}|            ÿ   
{6638}{6644}|              ÿ 
{6649}{6657}|ÿ                                 
{6663}{6668}| ÿ                                
{6675}{6690}|   ÿ                              
{6695}{6700}|      ÿ                           
{6704}{6709}|         ÿ                        
{6715}{6720}|           ÿ                      
{6725}{6734}|             ÿ                    
{6740}{6746}|              ÿ                   
{6750}{6768}|                ÿ                 
{6774}{6778}|                   ÿ              
{6783}{6787}|                      ÿ           
{6793}{6797}|                        ÿ         
{6802}{6807}|                           ÿ      
{6813}{6817}|                             ÿ    
{6822}{6857}|                                ÿ 
{6892}{6895}|ÿ                                 
{6900}{6903}|  ÿ                               
{6907}{6910}|   ÿ                              
{6915}{6919}|     ÿ                            
{6925}{6929}|       ÿ                          
{6940}{6945}|         ÿ                        
{6952}{6957}|          ÿ                       
{6962}{6969}|             ÿ                    
{6976}{6981}|              ÿ                   
{6987}{6999}|               ÿ                  
{7007}{7011}|                  ÿ               
{7017}{7021}|                     ÿ            
{7028}{7057}|                       ÿ          
{7084}{7088}|                          ÿ       
{7094}{7099}|                           ÿ      
{7104}{7109}|                             ÿ    
{7114}{7133}|                              ÿ   
{7143}{7171}|                                ÿ 
{7207}{7210}|ÿ                 
{7215}{7219}|  ÿ               
{7223}{7227}|      ÿ           
{7234}{7238}|         ÿ        
{7244}{7248}|           ÿ      
{7254}{7258}|              ÿ   
{7263}{7268}|                ÿ 
{7274}{7282}|ÿ                                  
{7288}{7293}| ÿ                                 
{7299}{7315}|    ÿ                              
{7322}{7326}|       ÿ                           
{7331}{7335}|          ÿ                        
{7340}{7344}|            ÿ                      
{7350}{7359}|               ÿ                   
{7365}{7371}|                ÿ                  
{7377}{7393}|                   ÿ               
{7400}{7404}|                      ÿ            
{7408}{7412}|                         ÿ         
{7417}{7422}|                           ÿ       
{7427}{7431}|                              ÿ    
{7438}{7441}|                                ÿ  
{7445}{7479}|                                 ÿ 
{7501}{7509}|ÿ                        
{7509}{7514}| ÿ                       
{7519}{7523}|   ÿ                     
{7527}{7531}|    ÿ                    
{7542}{7547}|       ÿ                 
{7553}{7557}|         ÿ               
{7563}{7567}|           ÿ             
{7573}{7577}|             ÿ           
{7581}{7585}|               ÿ         
{7592}{7596}|                 ÿ       
{7602}{7606}|                   ÿ     
{7614}{7645}|                       ÿ 
{7654}{7659}|ÿ                  
{7664}{7669}| ÿ                 
{7679}{7684}|   ÿ               
{7693}{7721}|      ÿ            
{7734}{7742}|         ÿ         
{7742}{7761}|           ÿ       
{7771}{7775}|             ÿ     
{7779}{7781}|               ÿ   
{7787}{7822}|                 ÿ 
{7831}{7835}|ÿ                     
{7839}{7843}|  ÿ                   
{7849}{7858}|    ÿ                 
{7862}{7868}|        ÿ             
{7874}{7877}|             ÿ        
{7882}{7918}|                ÿ     
{7930}{8027}|                   ÿ  
