{0}{94}sagashimono wa nan desu ka
{94}{190}mitsuke ni kuimono desu ka
{190}{306}kaban no naka mo tsukue no naka mo
{306}{398}sagashita keredo mitsukaranai no ni
{398}{472}mada mada sagasu ki desu ka
{472}{581}sore yori boku to odorimasen ka
{581}{675}yume no naka e yume no naka e
{675}{802}itte mitai to omoimasen ka
{1086}{1222}yasumu koto mo yurusarezu
{1222}{1314}warau koto wa tomerarete
{1314}{1435}haitsuku batte haitsuku batte
{1435}{1525}ittai nani wo sagashite iru no ka
{1525}{1601}sagasu no wo yameta toki
{1601}{1712}mitsukaru koto mo yoku aru hanashi de
{1712}{1806}odorimashou yume no naka e
{1806}{1929}itte mitai to omoimasen ka
{32}{35}|ÿ                         
{527}{533}|            ÿ                  
{533}{535}|               ÿ               
{540}{545}|                  ÿ            
{545}{547}|                   ÿ           
{551}{556}|                     ÿ         
{556}{558}|                       ÿ       
{562}{563}|                         ÿ     
{567}{572}|                           ÿ   
{572}{580}|                             ÿ 
{592}{597}|ÿ                            
{597}{604}|  ÿ                          
{604}{609}|     ÿ                       
{609}{615}|        ÿ                    
{615}{620}|          ÿ                  
{620}{627}|             ÿ               
{639}{645}|               ÿ             
{645}{650}|                 ÿ           
{650}{656}|                    ÿ        
{656}{662}|                       ÿ     
{662}{663}|                         ÿ   
{667}{674}|                            ÿ
{687}{692}|ÿ                         
{692}{694}| ÿ                        
{698}{704}|  ÿ                       
{704}{709}|     ÿ                    
{709}{715}|       ÿ                  
{715}{721}|         ÿ                
{721}{727}|           ÿ              
{727}{733}|              ÿ           
{733}{735}|               ÿ          
{739}{744}|                 ÿ        
{744}{747}|                  ÿ       
{751}{756}|                    ÿ     
{756}{761}|                      ÿ   
{761}{772}|                        ÿ 
{1156}{1161}|ÿ                        
{1161}{1167}|  ÿ                      
{1167}{1173}|    ÿ                    
{1173}{1176}|       ÿ                 
{1180}{1186}|         ÿ               
{1186}{1188}|            ÿ            
{1192}{1193}|               ÿ         
{1197}{1202}|                 ÿ       
{1202}{1208}|                   ÿ     
{1208}{1213}|                     ÿ   
{1213}{1221}|                       ÿ 
{1250}{1255}|ÿ                       
{1255}{1257}|  ÿ                     
{1261}{1263}|    ÿ                   
{1267}{1269}|      ÿ                 
{1273}{1278}|        ÿ               
{1278}{1278}|           ÿ            
{1284}{1287}|              ÿ         
{1291}{1292}|                ÿ       
{1296}{1301}|                  ÿ     
{1301}{1307}|                    ÿ   
{1307}{1313}|                      ÿ 
{1347}{1350}|ÿ                            
{1350}{1355}|  ÿ                          
{1355}{1361}|   ÿ                         
{1361}{1367}|      ÿ                      
{1367}{1372}|         ÿ                   
{1372}{1378}|           ÿ                 
{1378}{1390}|            ÿ                
{1390}{1395}|               ÿ             
{1395}{1398}|                 ÿ           
{1402}{1404}|                  ÿ          
{1409}{1411}|                     ÿ       
{1415}{1420}|                        ÿ    
{1420}{1425}|                          ÿ  
{1425}{1434}|                           ÿ 
{1438}{1446}|ÿ                                
{1446}{1450}| ÿ                               
{1450}{1452}|  ÿ                              
{1456}{1457}|    ÿ                            
{1461}{1467}|      ÿ                          
{1467}{1473}|        ÿ                        
{1473}{1479}|           ÿ                     
{1479}{1481}|              ÿ                  
{1485}{1490}|                ÿ                
{1490}{1496}|                  ÿ              
{1496}{1498}|                     ÿ           
{1502}{1508}|                        ÿ        
{1508}{1513}|                         ÿ       
{1513}{1519}|                            ÿ    
{1519}{1524}|                               ÿ 
{1534}{1537}|ÿ                       
{1537}{1543}|  ÿ                     
{1543}{1545}|    ÿ                   
{1549}{1554}|       ÿ                
{1554}{1556}|          ÿ             
{1561}{1566}|             ÿ          
{1566}{1568}|               ÿ        
{1572}{1577}|                 ÿ      
{1577}{1588}|                    ÿ   
{1588}{1600}|                      ÿ 
{1628}{1632}|ÿ                                    
{1632}{1634}|  ÿ                                  
{1638}{1644}|     ÿ                               
{1644}{1649}|       ÿ                             
{1649}{1654}|          ÿ                          
{1654}{1660}|            ÿ                        
{1660}{1666}|               ÿ                     
{1666}{1668}|                  ÿ                  
{1673}{1675}|                    ÿ                
{1679}{1681}|                       ÿ             
{1686}{1691}|                        ÿ            
{1691}{1696}|                           ÿ         
{1696}{1702}|                             ÿ       
{1702}{1704}|                               ÿ     
{1708}{1711}|                                   ÿ 
{1721}{1722}|ÿ                         
{1726}{1731}| ÿ                        
{1731}{1733}|   ÿ                      
{1737}{1738}|     ÿ                    
{1742}{1744}|       ÿ                  
{1748}{1755}|          ÿ               
{1767}{1769}|            ÿ             
{1773}{1779}|              ÿ           
{1779}{1785}|                 ÿ        
{1785}{1790}|                    ÿ     
{1790}{1795}|                      ÿ   
{1795}{1805}|                         ÿ
{1814}{1820}|ÿ                         
{1820}{1825}| ÿ                        
{1825}{1831}|  ÿ                       
{1831}{1837}|     ÿ                    
{1837}{1843}|       ÿ                  
{1843}{1846}|         ÿ                
{1851}{1856}|           ÿ              
{1856}{1862}|              ÿ           
{1862}{1864}|               ÿ          
{1868}{1872}|                 ÿ        
{1872}{1878}|                  ÿ       
{1878}{1884}|                    ÿ     
{1884}{1886}|                      ÿ   
{1890}{1899}|                        ÿ 
