# --- This is a generated file --- -*- toyunda -*-
{0}{0}{needed at beginning of file for file format recognition by mplayer}
# --- LYRICS - GENERATE AGAIN AFTER YOU EDIT ---
--%color 00FFFF 0000FF DDFF00
--%set style mikomi
--%set margin_before 50
--&ta&tta &hi&t&o&tsu &no &i&no&chi &wo &su&te &te
--&u&ma&re&ka&wa&tta &fu&ji&mi &no &ka&ra&da
--&te&tsu &no &a&ku&ma &wo &ta&ta&i &te &ku&da&ku
--&CA&SSHER&N &ga &ya&ra&ne&ba &da&re &ga &ya&ru
--&hi&bi&ke &CA&SSHERN!
{101}{148}||{c:$FFDDFF00}   r                         
{1026}{1033}{c:$FF0000FF:$FFDDFF00}                       H
{1026}{1033}{c:$FF0000FF:$FFDDFF00}                      C 
{1026}{1033}{c:$FF0000FF:$FFDDFF00}                     N  
{1026}{1033}{c:$FF0000FF:$FFDDFF00}                    U   
{1026}{1033}{c:$FF0000FF:$FFDDFF00}                   P    
{1026}{1033}{c:$FFDDFF00}                 u      
{1026}{1033}{c:$FFDDFF00}                o       
{1026}{1033}{c:$FFDDFF00}               k        
{1026}{1033}|                   ÿ   
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                       H
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                      C 
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                     N  
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                    U   
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                   P    
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                 u      
{1033}{1038}{c:$FFDDFF00:$00DDFF00}                o       
{1033}{1038}{c:$FFDDFF00:$00DDFF00}               k        
{1033}{1038}{c:$FFDDFF00:$00DDFF00}              n         
{1033}{1038}{c:$FFDDFF00:$00DDFF00}             e          
{1033}{1038}{c:$FFDDFF00:$00DDFF00}            d           
{1033}{1038}{c:$FFDDFF00:$00DDFF00}          K             
{1033}{1038}{c:$FFDDFF00:$00DDFF00}         C              
{1033}{1038}{c:$FFDDFF00:$00DDFF00}        A               
{1033}{1038}{c:$FFDDFF00:$00DDFF00}       T                
{1033}{1038}{c:$FFDDFF00:$00DDFF00}      T                 
{1033}{1038}{c:$FFDDFF00:$00DDFF00}     A                  
{1033}{1038}{c:$FFDDFF00:$00DDFF00}   K                    
{1033}{1038}{c:$FFDDFF00:$00DDFF00}  C                     
{1033}{1038}{c:$FFDDFF00:$00DDFF00} I                      
{1033}{1038}{c:$FFDDFF00:$00DDFF00}K                       
{1044}{1061}||{c:$FF0000FF:$FFDDFF00}u                            
{1044}{1061}|||ÿ                            
{104}{107}||{c:$FF0000FF:$FFDDFF00}        a                    
{104}{107}||{c:$FF0000FF:$FFDDFF00}       w                     
{104}{107}|||       ÿ                    
{104}{148}||{c:$FFDDFF00}      a                      
{104}{148}||{c:$FFDDFF00}     k                       
{1061}{1079}||{c:$FF0000FF:$FFDDFF00}  a                          
{1061}{1079}||{c:$FF0000FF:$FFDDFF00} m                           
{1061}{1079}||| ÿ                          
{1061}{1184}||{c:$FFDDFF00}u                            
{1079}{1082}||{c:$FF0000FF:$FFDDFF00}    e                        
{1079}{1082}||{c:$FF0000FF:$FFDDFF00}   r                         
{1079}{1082}|||   ÿ                        
{1079}{1184}||{c:$FFDDFF00}  a                          
{1079}{1184}||{c:$FFDDFF00} m                           
{107}{118}||{c:$FF0000FF:$FFDDFF00}           a                 
{107}{118}||{c:$FF0000FF:$FFDDFF00}          t                  
{107}{118}||{c:$FF0000FF:$FFDDFF00}         t                   
{107}{118}|||         ÿ                  
{107}{148}||{c:$FFDDFF00}        a                    
{107}{148}||{c:$FFDDFF00}       w                     
{1082}{1092}||{c:$FF0000FF:$FFDDFF00}      a                      
{1082}{1092}||{c:$FF0000FF:$FFDDFF00}     k                       
{1082}{1092}|||     ÿ                      
{1082}{1184}||{c:$FFDDFF00}    e                        
{1082}{1184}||{c:$FFDDFF00}   r                         
{1092}{1101}||{c:$FF0000FF:$FFDDFF00}        a                    
{1092}{1101}||{c:$FF0000FF:$FFDDFF00}       w                     
{1092}{1101}|||       ÿ                    
{1092}{1184}||{c:$FFDDFF00}      a                      
{1092}{1184}||{c:$FFDDFF00}     k                       
{1101}{1109}||{c:$FF0000FF:$FFDDFF00}         t                   
{1101}{1109}|||         ÿ                   
{1101}{1184}||{c:$FFDDFF00}        a                    
{1101}{1184}||{c:$FFDDFF00}       w                     
{1109}{1120}||{c:$FF0000FF:$FFDDFF00}           a                 
{1109}{1120}||{c:$FF0000FF:$FFDDFF00}          t                  
{1109}{1120}|||          ÿ                 
{1109}{1184}||{c:$FFDDFF00}         t                   
{111}{161}{c:$FF00FFFF} e                               
{111}{161}{c:$FF00FFFF}t                                
{111}{163}{c:$FF00FFFF}    u                            
{111}{163}{c:$FF00FFFF}   s                             
{111}{163}{c:$FF00FFFF}  t                              
{111}{166}{c:$FF00FFFF}       o                         
{111}{166}{c:$FF00FFFF}      n                          
{111}{172}{c:$FF00FFFF}         a                       
{111}{175}{c:$FF00FFFF}           u                     
{111}{175}{c:$FF00FFFF}          k                      
{111}{178}{c:$FF00FFFF}             a                   
{111}{178}{c:$FF00FFFF}            m                    
{111}{182}{c:$FF00FFFF}                o                
{111}{182}{c:$FF00FFFF}               w                 
{111}{188}{c:$FF00FFFF}                   a             
{111}{188}{c:$FF00FFFF}                  t              
{111}{191}{c:$FF00FFFF}                     a           
{111}{191}{c:$FF00FFFF}                    t            
{111}{195}{c:$FF00FFFF}                      i          
{111}{202}{c:$FF00FFFF}                         e       
{111}{202}{c:$FF00FFFF}                        t        
{111}{208}{c:$FF00FFFF}                            u    
{111}{208}{c:$FF00FFFF}                           k     
{111}{212}{c:$FF00FFFF}                              a  
{111}{212}{c:$FF00FFFF}                             d   
{111}{215}{c:$FF00FFFF}                                u
{111}{215}{c:$FF00FFFF}                               k 
{1120}{1124}||{c:$FF0000FF:$FFDDFF00}              u              
{1120}{1124}||{c:$FF0000FF:$FFDDFF00}             f               
{1120}{1124}|||             ÿ              
{1120}{1184}||{c:$FFDDFF00}           a                 
{1120}{1184}||{c:$FFDDFF00}          t                  
{1124}{1128}||{c:$FF0000FF:$FFDDFF00}                i            
{1124}{1128}||{c:$FF0000FF:$FFDDFF00}               j             
{1124}{1128}|||               ÿ            
{1124}{1184}||{c:$FFDDFF00}              u              
{1124}{1184}||{c:$FFDDFF00}             f               
{1128}{1132}||{c:$FF0000FF:$FFDDFF00}                  i          
{1128}{1132}||{c:$FF0000FF:$FFDDFF00}                 m           
{1128}{1132}|||                 ÿ          
{1128}{1184}||{c:$FFDDFF00}                i            
{1128}{1184}||{c:$FFDDFF00}               j             
{1131}{1141}{c:$0000FFFF:$FF00FFFF}                      e
{1131}{1141}{c:$0000FFFF:$FF00FFFF}                     d 
{1131}{1141}{c:$0000FFFF:$FF00FFFF}                    a  
{1131}{1141}{c:$0000FFFF:$FF00FFFF}                   m   
{1131}{1141}{c:$0000FFFF:$FF00FFFF}                 u     
{1131}{1141}{c:$0000FFFF:$FF00FFFF}                s      
{1131}{1141}{c:$0000FFFF:$FF00FFFF}               o       
{1131}{1141}{c:$0000FFFF:$FF00FFFF}              a        
{1131}{1141}{c:$0000FFFF:$FF00FFFF}             t         
{1131}{1141}{c:$0000FFFF:$FF00FFFF}           n           
{1131}{1141}{c:$0000FFFF:$FF00FFFF}          a            
{1131}{1141}{c:$0000FFFF:$FF00FFFF}         d             
{1131}{1141}{c:$0000FFFF:$FF00FFFF}        n              
{1131}{1141}{c:$0000FFFF:$FF00FFFF}       u               
{1131}{1141}{c:$0000FFFF:$FF00FFFF}      g                
{1131}{1141}{c:$0000FFFF:$FF00FFFF}    O                  
{1131}{1141}{c:$0000FFFF:$FF00FFFF}   R                   
{1131}{1141}{c:$0000FFFF:$FF00FFFF}  D                    
{1131}{1141}{c:$0000FFFF:$FF00FFFF} N                     
{1131}{1141}{c:$0000FFFF:$FF00FFFF}A                      
{1132}{1137}||{c:$FF0000FF:$FFDDFF00}                     o       
{1132}{1137}||{c:$FF0000FF:$FFDDFF00}                    n        
{1132}{1137}|||                    ÿ       
{1132}{1184}||{c:$FFDDFF00}                  i          
{1132}{1184}||{c:$FFDDFF00}                 m           
{1137}{1146}||{c:$FF0000FF:$FFDDFF00}                        a    
{1137}{1146}||{c:$FF0000FF:$FFDDFF00}                       k     
{1137}{1146}|||                       ÿ    
{1137}{1184}||{c:$FFDDFF00}                     o       
{1137}{1184}||{c:$FFDDFF00}                    n        
{1141}{1191}{c:$FF00FFFF} N                     
{1141}{1191}{c:$FF00FFFF}A                      
{1141}{1199}{c:$FF00FFFF}  D                    
{1141}{1204}{c:$FF00FFFF}    O                  
{1141}{1204}{c:$FF00FFFF}   R                   
{1141}{1208}{c:$FF00FFFF}        n              
{1141}{1208}{c:$FF00FFFF}       u               
{1141}{1208}{c:$FF00FFFF}      g                
{1141}{1218}{c:$FF00FFFF}           n           
{1141}{1218}{c:$FF00FFFF}          a            
{1141}{1218}{c:$FF00FFFF}         d             
{1141}{1228}{c:$FF00FFFF}              a        
{1141}{1228}{c:$FF00FFFF}             t         
{1141}{1233}{c:$FF00FFFF}               o       
{1141}{1237}{c:$FF00FFFF}                 u     
{1141}{1237}{c:$FF00FFFF}                s      
{1141}{1241}{c:$FF00FFFF}                    a  
{1141}{1241}{c:$FF00FFFF}                   m   
{1141}{1246}{c:$FF00FFFF}                      e
{1141}{1246}{c:$FF00FFFF}                     d 
{1146}{1154}||{c:$FF0000FF:$FFDDFF00}                          a  
{1146}{1154}||{c:$FF0000FF:$FFDDFF00}                         r   
{1146}{1154}|||                         ÿ  
{1146}{1184}||{c:$FFDDFF00}                        a    
{1146}{1184}||{c:$FFDDFF00}                       k     
{1154}{1184}||{c:$FF0000FF:$FFDDFF00}                            a
{1154}{1184}||{c:$FF0000FF:$FFDDFF00}                           d 
{1154}{1184}||{c:$FFDDFF00}                          a  
{1154}{1184}||{c:$FFDDFF00}                         r   
{1154}{1184}|||                           ÿ
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                            a
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                           d 
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                          a  
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                         r   
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                        a    
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                       k     
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                     o       
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                    n        
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                  i          
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                 m           
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}                i            
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}               j             
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}              u              
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}             f               
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}           a                 
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}          t                  
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}         t                   
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}        a                    
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}       w                     
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}      a                      
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}     k                       
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}    e                        
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}   r                         
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}  a                          
{1184}{1189}||{c:$FFDDFF00:$00DDFF00} m                           
{1184}{1189}||{c:$FFDDFF00:$00DDFF00}u                            
{118}{121}||{c:$FF0000FF:$FFDDFF00}              u              
{118}{121}||{c:$FF0000FF:$FFDDFF00}             f               
{118}{121}|||             ÿ              
{118}{148}||{c:$FFDDFF00}           a                 
{118}{148}||{c:$FFDDFF00}          t                  
{118}{148}||{c:$FFDDFF00}         t                   
{1191}{1199}{c:$FF0000FF:$FFDDFF00} N                     
{1191}{1199}{c:$FF0000FF:$FFDDFF00}A                      
{1191}{1199}|ÿ                     
{1199}{1204}{c:$FF0000FF:$FFDDFF00}  D                    
{1199}{1204}|  ÿ                    
{1199}{1258}{c:$FFDDFF00} N                     
{1199}{1258}{c:$FFDDFF00}A                      
{1204}{1208}{c:$FF0000FF:$FFDDFF00}    O                  
{1204}{1208}{c:$FF0000FF:$FFDDFF00}   R                   
{1204}{1208}|   ÿ                  
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                           e
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                          s 
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                        a   
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                       m    
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                      a     
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                     k      
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                   i        
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                  h         
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                 c          
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}                u           
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}               b            
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}             o              
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}            w               
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}          i                 
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}         r                  
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}        a                   
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}       k                    
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}      i                     
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}    u                       
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}   r                        
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}  e                         
{1204}{1214}||{c:$0000FFFF:$FF00FFFF} o                          
{1204}{1214}||{c:$0000FFFF:$FF00FFFF}m                           
{1204}{1258}{c:$FFDDFF00}  D                    
{1208}{1218}{c:$FF0000FF:$FFDDFF00}        n              
{1208}{1218}{c:$FF0000FF:$FFDDFF00}       u               
{1208}{1218}{c:$FF0000FF:$FFDDFF00}      g                
{1208}{1218}|      ÿ               
{1208}{1258}{c:$FFDDFF00}    O                  
{1208}{1258}{c:$FFDDFF00}   R                   
{1214}{1264}||{c:$FF00FFFF} o                          
{1214}{1264}||{c:$FF00FFFF}m                           
{1214}{1270}||{c:$FF00FFFF}  e                         
{1214}{1274}||{c:$FF00FFFF}    u                       
{1214}{1274}||{c:$FF00FFFF}   r                        
{1214}{1279}||{c:$FF00FFFF}      i                     
{1214}{1283}||{c:$FF00FFFF}        a                   
{1214}{1283}||{c:$FF00FFFF}       k                    
{1214}{1288}||{c:$FF00FFFF}          i                 
{1214}{1288}||{c:$FF00FFFF}         r                  
{1214}{1293}||{c:$FF00FFFF}             o              
{1214}{1293}||{c:$FF00FFFF}            w               
{1214}{1302}||{c:$FF00FFFF}                u           
{1214}{1302}||{c:$FF00FFFF}               b            
{1214}{1306}||{c:$FF00FFFF}                   i        
{1214}{1306}||{c:$FF00FFFF}                  h         
{1214}{1306}||{c:$FF00FFFF}                 c          
{1214}{1311}||{c:$FF00FFFF}                      a     
{1214}{1311}||{c:$FF00FFFF}                     k      
{1214}{1315}||{c:$FF00FFFF}                        a   
{1214}{1315}||{c:$FF00FFFF}                       m    
{1214}{1320}||{c:$FF00FFFF}                           e
{1214}{1320}||{c:$FF00FFFF}                          s 
{1218}{1228}{c:$FF0000FF:$FFDDFF00}           n           
{1218}{1228}{c:$FF0000FF:$FFDDFF00}          a            
{1218}{1228}{c:$FF0000FF:$FFDDFF00}         d             
{1218}{1228}|         ÿ            
{1218}{1258}{c:$FFDDFF00}        n              
{1218}{1258}{c:$FFDDFF00}       u               
{1218}{1258}{c:$FFDDFF00}      g                
{121}{125}||{c:$FF0000FF:$FFDDFF00}                i            
{121}{125}||{c:$FF0000FF:$FFDDFF00}               j             
{121}{125}|||               ÿ            
{121}{148}||{c:$FFDDFF00}              u              
{121}{148}||{c:$FFDDFF00}             f               
{1228}{1233}{c:$FF0000FF:$FFDDFF00}              a        
{1228}{1233}{c:$FF0000FF:$FFDDFF00}             t         
{1228}{1233}|             ÿ        
{1228}{1258}{c:$FFDDFF00}           n           
{1228}{1258}{c:$FFDDFF00}          a            
{1228}{1258}{c:$FFDDFF00}         d             
{1233}{1237}{c:$FF0000FF:$FFDDFF00}               o       
{1233}{1237}|               ÿ       
{1233}{1258}{c:$FFDDFF00}              a        
{1233}{1258}{c:$FFDDFF00}             t         
{1237}{1241}{c:$FF0000FF:$FFDDFF00}                 u     
{1237}{1241}{c:$FF0000FF:$FFDDFF00}                s      
{1237}{1241}|                ÿ     
{1237}{1258}{c:$FFDDFF00}               o       
{1241}{1246}{c:$FF0000FF:$FFDDFF00}                    a  
{1241}{1246}{c:$FF0000FF:$FFDDFF00}                   m   
{1241}{1246}|                   ÿ  
{1241}{1258}{c:$FFDDFF00}                 u     
{1241}{1258}{c:$FFDDFF00}                s      
{1246}{1258}{c:$FF0000FF:$FFDDFF00}                      e
{1246}{1258}{c:$FF0000FF:$FFDDFF00}                     d 
{1246}{1258}{c:$FFDDFF00}                    a  
{1246}{1258}{c:$FFDDFF00}                   m   
{1246}{1258}|                     ÿ
{1258}{1263}{c:$FFDDFF00:$00DDFF00}                      e
{1258}{1263}{c:$FFDDFF00:$00DDFF00}                     d 
{1258}{1263}{c:$FFDDFF00:$00DDFF00}                    a  
{1258}{1263}{c:$FFDDFF00:$00DDFF00}                   m   
{1258}{1263}{c:$FFDDFF00:$00DDFF00}                 u     
{1258}{1263}{c:$FFDDFF00:$00DDFF00}                s      
{1258}{1263}{c:$FFDDFF00:$00DDFF00}               o       
{1258}{1263}{c:$FFDDFF00:$00DDFF00}              a        
{1258}{1263}{c:$FFDDFF00:$00DDFF00}             t         
{1258}{1263}{c:$FFDDFF00:$00DDFF00}           n           
{1258}{1263}{c:$FFDDFF00:$00DDFF00}          a            
{1258}{1263}{c:$FFDDFF00:$00DDFF00}         d             
{1258}{1263}{c:$FFDDFF00:$00DDFF00}        n              
{1258}{1263}{c:$FFDDFF00:$00DDFF00}       u               
{1258}{1263}{c:$FFDDFF00:$00DDFF00}      g                
{1258}{1263}{c:$FFDDFF00:$00DDFF00}    O                  
{1258}{1263}{c:$FFDDFF00:$00DDFF00}   R                   
{1258}{1263}{c:$FFDDFF00:$00DDFF00}  D                    
{1258}{1263}{c:$FFDDFF00:$00DDFF00} N                     
{1258}{1263}{c:$FFDDFF00:$00DDFF00}A                      
{125}{132}||{c:$FF0000FF:$FFDDFF00}                  i          
{125}{132}||{c:$FF0000FF:$FFDDFF00}                 m           
{125}{132}|||                 ÿ          
{125}{148}||{c:$FFDDFF00}                i            
{125}{148}||{c:$FFDDFF00}               j             
{1264}{1270}||{c:$FF0000FF:$FFDDFF00} o                          
{1264}{1270}||{c:$FF0000FF:$FFDDFF00}m                           
{1264}{1270}|||ÿ                          
{1270}{1274}||{c:$FF0000FF:$FFDDFF00}  e                         
{1270}{1274}|||  ÿ                         
{1270}{1331}||{c:$FFDDFF00} o                          
{1270}{1331}||{c:$FFDDFF00}m                           
{1274}{1279}||{c:$FF0000FF:$FFDDFF00}    u                       
{1274}{1279}||{c:$FF0000FF:$FFDDFF00}   r                        
{1274}{1279}|||   ÿ                       
{1274}{1331}||{c:$FFDDFF00}  e                         
{1279}{1283}||{c:$FF0000FF:$FFDDFF00}      i                     
{1279}{1283}|||      ÿ                     
{1279}{1289}{c:$0000FFFF:$FF00FFFF}             !
{1279}{1289}{c:$0000FFFF:$FF00FFFF}           T  
{1279}{1289}{c:$0000FFFF:$FF00FFFF}          E   
{1279}{1289}{c:$0000FFFF:$FF00FFFF}         J    
{1279}{1289}{c:$0000FFFF:$FF00FFFF}       R      
{1279}{1289}{c:$0000FFFF:$FF00FFFF}      E       
{1279}{1289}{c:$0000FFFF:$FF00FFFF}     D        
{1279}{1289}{c:$0000FFFF:$FF00FFFF}    N         
{1279}{1289}{c:$0000FFFF:$FF00FFFF}   E          
{1279}{1289}{c:$0000FFFF:$FF00FFFF}  I           
{1279}{1289}{c:$0000FFFF:$FF00FFFF} R            
{1279}{1289}{c:$0000FFFF:$FF00FFFF}F             
{1279}{1331}||{c:$FFDDFF00}    u                       
{1279}{1331}||{c:$FFDDFF00}   r                        
{1283}{1288}||{c:$FF0000FF:$FFDDFF00}        a                   
{1283}{1288}||{c:$FF0000FF:$FFDDFF00}       k                    
{1283}{1288}|||       ÿ                   
{1283}{1331}||{c:$FFDDFF00}      i                     
{1288}{1293}||{c:$FF0000FF:$FFDDFF00}          i                 
{1288}{1293}||{c:$FF0000FF:$FFDDFF00}         r                  
{1288}{1293}|||         ÿ                 
{1288}{1331}||{c:$FFDDFF00}        a                   
{1288}{1331}||{c:$FFDDFF00}       k                    
{1289}{1339}{c:$FF00FFFF}    N         
{1289}{1339}{c:$FF00FFFF}   E          
{1289}{1339}{c:$FF00FFFF}  I           
{1289}{1339}{c:$FF00FFFF} R            
{1289}{1339}{c:$FF00FFFF}F             
{1289}{1342}{c:$FF00FFFF}       R      
{1289}{1342}{c:$FF00FFFF}      E       
{1289}{1342}{c:$FF00FFFF}     D        
{1289}{1376}{c:$FF00FFFF}             !
{1289}{1376}{c:$FF00FFFF}           T  
{1289}{1376}{c:$FF00FFFF}          E   
{1289}{1376}{c:$FF00FFFF}         J    
{1293}{1302}||{c:$FF0000FF:$FFDDFF00}             o              
{1293}{1302}||{c:$FF0000FF:$FFDDFF00}            w               
{1293}{1302}|||            ÿ              
{1293}{1331}||{c:$FFDDFF00}          i                 
{1293}{1331}||{c:$FFDDFF00}         r                  
{1302}{1306}||{c:$FF0000FF:$FFDDFF00}                u           
{1302}{1306}||{c:$FF0000FF:$FFDDFF00}               b            
{1302}{1306}|||               ÿ           
{1302}{1331}||{c:$FFDDFF00}             o              
{1302}{1331}||{c:$FFDDFF00}            w               
{1306}{1311}||{c:$FF0000FF:$FFDDFF00}                   i        
{1306}{1311}||{c:$FF0000FF:$FFDDFF00}                  h         
{1306}{1311}||{c:$FF0000FF:$FFDDFF00}                 c          
{1306}{1311}|||                 ÿ         
{1306}{1331}||{c:$FFDDFF00}                u           
{1306}{1331}||{c:$FFDDFF00}               b            
{1311}{1315}||{c:$FF0000FF:$FFDDFF00}                      a     
{1311}{1315}||{c:$FF0000FF:$FFDDFF00}                     k      
