{0}{80}sou hito ga yosasou na
{80}{146}kao de yatte kuru
{146}{215}totsuzen no higeki mo
{215}{283}utagau koto wa naku
{283}{351}nageku koto sezu
{351}{419}damatta mama de 
{419}{508}ue o miagerun da
{508}{654}donna arifureta SCENE mo enji tsuzukero
{654}{787}yume to ka kibou to ka iu mae ni sa
{787}{865}kitto dare ni totte mo
{865}{923}onaji koto daro
{923}{1048}YOU MUST FIGHT AGAINST YOURSELF
{1170}{1291}THE SUN SETS AND A NEW DAY COMES
{1291}{1351}REPEATING IS ONE CHANGE
{1351}{1428}DON'T AVERT EYES FROM DIFFERENCES
{1428}{1546}YOUR NERVE AND SOUL TO THE LIMIT
{1546}{1608}GO FORWARD NOW
{1608}{1736}haritsumeta PRESSURE tonari awase de
{1736}{1874}dare yori daitan futeki ni warau
{1874}{2009}kitto dare ni totte mo onaji koto daro
{2009}{2175}YOU MUST FIGHT AGAINST YOURSELF
{5}{8}|ÿ                     
{435}{440}|ÿ               
{440}{445}| ÿ              
{445}{451}|   ÿ            
{451}{457}|     ÿ          
{457}{464}|       ÿ        
{464}{470}|        ÿ       
{470}{475}|          ÿ     
{475}{479}|            ÿ   
{485}{507}|              ÿ 
{519}{524}|ÿ                                      
{524}{528}|  ÿ                                    
{528}{531}|   ÿ                                   
{535}{538}|      ÿ                                
{542}{546}|       ÿ                               
{551}{554}|         ÿ                             
{558}{564}|           ÿ                           
{564}{568}|             ÿ                         
{573}{577}|                ÿ                      
{577}{581}|                   ÿ                   
{585}{594}|                      ÿ                
{603}{607}|                         ÿ             
{607}{614}|                          ÿ            
{618}{625}|                           ÿ           
{625}{631}|                              ÿ        
{631}{634}|                                 ÿ     
{638}{644}|                                   ÿ   
{644}{653}|                                     ÿ 
{664}{670}|ÿ                                  
{678}{683}|  ÿ                                
{691}{695}|     ÿ                             
{695}{698}|        ÿ                          
{709}{713}|           ÿ                       
{713}{717}|             ÿ                     
{717}{720}|               ÿ                   
{724}{728}|                 ÿ                 
{734}{738}|                    ÿ              
{744}{749}|                       ÿ           
{749}{756}|                        ÿ          
{756}{759}|                          ÿ        
{764}{770}|                            ÿ      
{770}{773}|                              ÿ    
{777}{786}|                                 ÿ 
{798}{803}|ÿ                     
{803}{807}|  ÿ                   
{807}{809}|   ÿ                  
{814}{817}|      ÿ               
{821}{825}|        ÿ             
{830}{833}|           ÿ          
{838}{843}|              ÿ       
{843}{848}|                ÿ     
{848}{851}|                 ÿ    
{856}{864}|                    ÿ 
{875}{880}|ÿ              
{880}{885}| ÿ             
{885}{887}|   ÿ           
{892}{896}|      ÿ        
{900}{906}|        ÿ      
{906}{909}|           ÿ   
{913}{922}|             ÿ 
{933}{942}|ÿ                              
{949}{959}|    ÿ                          
{966}{975}|         ÿ                     
{983}{987}|               ÿ               
{987}{995}|                ÿ              
{1000}{1015}|                       ÿ       
{1015}{1033}|                           ÿ   
{1205}{1213}|ÿ                               
{1213}{1217}|    ÿ                           
{1221}{1234}|        ÿ                       
{1250}{1255}|             ÿ                  
{1255}{1260}|                 ÿ              
{1260}{1263}|                   ÿ            
{1267}{1270}|                       ÿ        
{1276}{1282}|                           ÿ    
{1282}{1290}|                             ÿ  
{1298}{1305}|ÿ                      
{1305}{1309}|  ÿ                    
{1313}{1318}|     ÿ                 
{1322}{1326}|          ÿ            
{1330}{1335}|             ÿ         
{1339}{1343}|                 ÿ     
{1343}{1351}|                     ÿ 
{1351}{1359}|ÿ                                
{1359}{1365}|      ÿ                          
{1365}{1369}|       ÿ                         
{1375}{1383}|            ÿ                    
{1388}{1397}|                 ÿ               
{1404}{1410}|                      ÿ          
{1410}{1414}|                        ÿ        
{1419}{1424}|                           ÿ     
{1424}{1427}|                              ÿ  
{1448}{1452}|ÿ                               
{1457}{1461}|     ÿ                          
{1461}{1465}|        ÿ                       
{1471}{1475}|           ÿ                    
{1483}{1488}|               ÿ                
{1494}{1507}|                    ÿ           
{1521}{1528}|                       ÿ        
{1528}{1533}|                           ÿ    
{1538}{1545}|                             ÿ  
{1554}{1558}|ÿ             
{1563}{1567}|   ÿ          
{1578}{1584}|      ÿ       
{1590}{1607}|           ÿ  
{1621}{1628}|ÿ                                   
{1628}{1633}|  ÿ                                 
{1637}{1640}|    ÿ                               
{1646}{1650}|       ÿ                            
{1650}{1653}|         ÿ                          
{1658}{1662}|            ÿ                       
{1662}{1667}|               ÿ                    
{1667}{1670}|                  ÿ                 
{1686}{1691}|                     ÿ              
{1691}{1697}|                       ÿ            
{1697}{1700}|                         ÿ          
{1704}{1711}|                            ÿ       
{1711}{1718}|                             ÿ      
{1718}{1722}|                               ÿ    
{1726}{1735}|                                  ÿ 
{1746}{1753}|ÿ                               
{1762}{1767}|  ÿ                             
{1777}{1781}|     ÿ                          
{1781}{1785}|       ÿ                        
{1795}{1799}|          ÿ                     
{1799}{1802}|            ÿ                   
{1810}{1814}|             ÿ                  
{1814}{1817}|               ÿ                
{1828}{1833}|                 ÿ              
{1833}{1838}|                   ÿ            
{1838}{1845}|                     ÿ          
{1845}{1851}|                        ÿ       
{1851}{1857}|                           ÿ    
{1857}{1860}|                             ÿ  
{1864}{1873}|                               ÿ
{1882}{1887}|ÿ                                     
{1887}{1891}|  ÿ                                   
{1891}{1894}|   ÿ                                  
{1898}{1902}|      ÿ                               
{1906}{1910}|        ÿ                             
{1915}{1922}|           ÿ                          
{1922}{1926}|              ÿ                       
{1926}{1929}|                ÿ                     
{1934}{1938}|                 ÿ                    
{1943}{1947}|                    ÿ                 
{1958}{1964}|                       ÿ              
{1964}{1968}|                        ÿ             
{1968}{1971}|                          ÿ           
{1976}{1979}|                             ÿ        
{1983}{1986}|                               ÿ      
{1990}{1993}|                                  ÿ   
{1997}{2008}|                                    ÿ 
{2016}{2026}|ÿ                              
{2036}{2045}|    ÿ                          
{2052}{2061}|         ÿ                     
{2069}{2073}|               ÿ               
{2073}{2082}|                ÿ              
{2086}{2101}|                       ÿ       
{2101}{2145}|                           ÿ   
