{0}{190}Gohoushi gohoushi arittakeno magokorono 
{191}{410}Gohoushi gohoushi erabi nukareta specialists 
{410}{539}Hanaukyo MAID tai 
{539}{679}Iro tori dori no sono nikakonara 
{679}{879}Atakamo koko wa tenkuu no rakuen 
{879}{1027}Hana no you ni kagayaki mashyou 
{1027}{1128}Hareta hini mo ame na hini mo 
{1128}{1299}Nannari to watashi ni omou  shitsuke kudasai  
{1300}{1380}Umi ni makenai hiroi kokoro 
{1380}{1484}Kyou mo tenki ni harikitte.. 
{1484}{1661}Uki uki itsudemo mune  wo hazumasemashyou 
{1661}{1855}Gohoushi gohoushi arittakeno magokorono 
{1855}{2065}Gohoushi gohoushi erabi nukareta specialists 
{2065}{2243}Hanaukyo MAID tai
{9}{27}|ÿ                                       
{1521}{1526}|        ÿ                                 
{1526}{1531}|          ÿ                               
{1531}{1536}|            ÿ                             
{1536}{1538}|              ÿ                           
{1549}{1555}|                 ÿ                        
{1555}{1563}|                   ÿ                      
{1563}{1569}|                       ÿ                  
{1576}{1585}|                          ÿ               
{1585}{1592}|                            ÿ             
{1592}{1597}|                              ÿ           
{1597}{1602}|                                ÿ         
{1602}{1607}|                                  ÿ       
{1607}{1660}|                                     ÿ    
{1672}{1687}|ÿ                                       
{1687}{1714}|  ÿ                                     
{1714}{1731}|     ÿ                                  
{1731}{1739}|         ÿ                              
{1739}{1754}|           ÿ                            
{1754}{1758}|              ÿ                         
{1762}{1792}|                  ÿ                     
{1792}{1797}|                     ÿ                  
{1797}{1803}|                        ÿ               
{1803}{1813}|                          ÿ             
{1818}{1825}|                             ÿ          
{1825}{1832}|                               ÿ        
{1832}{1838}|                                 ÿ      
{1842}{1848}|                                   ÿ    
{1848}{1854}|                                     ÿ  
{1886}{1909}|ÿ                                            
{1909}{1914}|  ÿ                                          
{1914}{1942}|     ÿ                                       
{1942}{1947}|         ÿ                                   
{1947}{1953}|           ÿ                                 
{1953}{1977}|              ÿ                              
{1977}{2003}|                  ÿ                          
{2003}{2012}|                     ÿ                       
{2012}{2017}|                        ÿ                    
{2017}{2023}|                          ÿ                  
{2023}{2029}|                            ÿ                
{2029}{2035}|                              ÿ              
{2035}{2054}|                                 ÿ           
{2054}{2064}|                                          ÿ  
{2075}{2080}|ÿ                
{2084}{2115}|     ÿ           
{2115}{2134}|         ÿ       
{2134}{2140}|              ÿ  
{2140}{2213}|                ÿ
