{0}{99}ANY PLANET'S KEEPING TWINKLE
{99}{161}NEVER LET ME FORGET
{163}{283}ANYBODY'S KEEPING SECRETS
{283}{344}NEVER LET ME GET BACK
{353}{469}SO MAKE IT TOGETHER NOW hitori janai yo
{469}{548}GIVE ME THE HOLY LAND
{548}{691}harukana kioku daite samayou
{691}{736}OH TEARS OF STARS
{736}{916}mirai e nagareteku ima wo kagayakasete
{916}{1058}nakushita kako no PUZZLE eranda
{1058}{1108}SO IS MY HEART
{1108}{1290}katachi wo kaeta machi zutto kizuiteta yo
{1290}{1465}wasuretai kizu ato ni ROUGE no sora
{1465}{1659}itai KISS de tokaseru nara
{1659}{1738}FATE AND FAKES subete
{1738}{1842}daijina koto wa nani oshiete
{1842}{1925}LOVE AND PAIN marude
{1925}{1985}onaji toki no naka
{1985}{2115}mawaru REFLECTION
{17}{21}|ÿ                           
{1429}{1437}|                               ÿ   
{1437}{1464}|                                 ÿ 
{1469}{1475}|ÿ                         
{1475}{1482}| ÿ                        
{1482}{1488}|   ÿ                      
{1488}{1496}|     ÿ                    
{1496}{1505}|       ÿ                  
{1505}{1554}|          ÿ               
{1560}{1567}|             ÿ            
{1567}{1574}|               ÿ          
{1574}{1577}|                 ÿ        
{1581}{1589}|                   ÿ      
{1589}{1597}|                      ÿ   
{1597}{1658}|                        ÿ 
{1671}{1679}|ÿ                    
{1683}{1692}|     ÿ               
{1692}{1696}|       ÿ             
{1696}{1701}|         ÿ           
{1701}{1709}|           ÿ         
{1713}{1719}|               ÿ     
{1723}{1728}|                 ÿ   
{1728}{1737}|                   ÿ 
{1752}{1757}|ÿ                           
{1757}{1761}|   ÿ                        
{1761}{1764}|     ÿ                      
{1764}{1774}|        ÿ                   
{1774}{1784}|          ÿ                 
{1784}{1789}|             ÿ              
{1789}{1794}|                ÿ           
{1794}{1800}|                  ÿ         
{1805}{1814}|                     ÿ      
{1814}{1817}|                      ÿ     
{1821}{1827}|                         ÿ  
{1827}{1841}|                          ÿ 
{1854}{1865}|ÿ                   
{1865}{1875}|     ÿ              
{1875}{1879}|       ÿ            
{1879}{1884}|         ÿ          
{1884}{1891}|           ÿ        
{1896}{1906}|              ÿ     
{1906}{1912}|                ÿ   
{1912}{1924}|                  ÿ 
{1935}{1937}|ÿ                 
{1941}{1945}| ÿ                
{1945}{1948}|   ÿ              
{1948}{1955}|      ÿ           
{1959}{1968}|        ÿ         
{1968}{1971}|           ÿ      
{1971}{1976}|              ÿ   
{1976}{1984}|                ÿ 
{1988}{1994}|ÿ               
{1999}{2005}|  ÿ             
{2005}{2012}|    ÿ           
{2012}{2016}|       ÿ        
{2016}{2029}|         ÿ      
{2029}{2036}|          ÿ     
{2040}{2085}|            ÿ   
