{397}{651}kotae ga mitsukaranai
{651}{781}modokashisa de itsu kara ka
{781}{911}karamawari shite ita
{911}{1120}chigau dare ka no tokoro ni yuku kimi wo
{1120}{1246}semerareru hazu mo nai
{1246}{1480}nanto naku kizuiteita kimi no mayoi
{1480}{1832}yume de aru youni hitomi wo tojite ano hi wo omou
{1832}{2027}kaze ni dakarete waratteita futari
{2027}{2325}itsuka egaiteta ashita e mou ichido aruki dasou
{2325}{2659}tatoe subete wo ushinatte mo nanika ga umareru to shinjite
{2597}{2759}{S:26} ||{c:$00FFFF}I'M FEELING LOVE
{2659}{3116}kitto futari no deai mo tooi hi no kiseki datta kara
{2643}{2651}{S:26} |||ÿ               
{2651}{2663}{S:26} |||    ÿ           
{2663}{2679}{S:26} |||       ÿ        
{2679}{2699}{S:26} |||            ÿ   
{537}{553}|ÿ                    
{2115}{2119}|           ÿ                                   
{2119}{2135}|             ÿ                                 
{2145}{2151}|                ÿ                              
{2151}{2175}|                 ÿ                             
{2175}{2183}|                    ÿ                          
{2183}{2201}|                       ÿ                       
{2215}{2229}|                         ÿ                     
{2229}{2241}|                           ÿ                   
{2241}{2247}|                             ÿ                 
{2247}{2251}|                              ÿ                
{2251}{2265}|                                 ÿ             
{2275}{2283}|                                    ÿ          
{2283}{2289}|                                     ÿ         
{2289}{2297}|                                       ÿ       
{2297}{2305}|                                          ÿ    
{2305}{2313}|                                            ÿ  
{2313}{2325}|                                              ÿ
{2325}{2333}|ÿ                                                         
{2333}{2339}|  ÿ                                                       
{2339}{2347}|    ÿ                                                     
{2347}{2361}|      ÿ                                                   
{2361}{2371}|        ÿ                                                 
{2371}{2381}|          ÿ                                               
{2381}{2395}|             ÿ                                            
{2403}{2409}|                ÿ                                         
{2409}{2415}|                 ÿ                                        
{2415}{2425}|                    ÿ                                     
{2425}{2437}|                      ÿ                                   
{2437}{2445}|                       ÿ                                  
{2445}{2461}|                          ÿ                               
{2469}{2477}|                             ÿ                            
{2477}{2493}|                               ÿ                          
{2493}{2501}|                                 ÿ                        
{2509}{2519}|                                    ÿ                     
{2519}{2525}|                                       ÿ                  
{2525}{2535}|                                        ÿ                 
{2535}{2543}|                                          ÿ               
{2543}{2561}|                                            ÿ             
{2561}{2567}|                                               ÿ          
{2567}{2575}|                                                  ÿ       
{2575}{2595}|                                                     ÿ    
{2595}{2601}|                                                      ÿ   
{2601}{2657}|                                                        ÿ 
{2705}{2717}|ÿ                                                   
{2717}{2731}|  ÿ                                                 
{2731}{2739}|   ÿ                                                
{2739}{2743}|      ÿ                                             
{2743}{2767}|        ÿ                                           
{2767}{2773}|          ÿ                                         
{2773}{2799}|             ÿ                                      
{2799}{2805}|                ÿ                                   
{2805}{2833}|                  ÿ                                 
{2833}{2839}|                   ÿ                                
{2839}{2855}|                     ÿ                              
{2863}{2869}|                        ÿ                           
{2869}{2887}|                          ÿ                         
{2887}{2905}|                           ÿ                        
{2905}{2921}|                             ÿ                      
{2921}{2931}|                                ÿ                   
{2931}{2937}|                                   ÿ                
{2937}{2955}|                                     ÿ              
{2955}{2961}|                                       ÿ            
{2961}{2967}|                                          ÿ         
{2967}{2981}|                                            ÿ       
{2981}{2985}|                                             ÿ      
{2985}{2995}|                                                ÿ   
{2995}{3056}|                                                  ÿ 
