{198}{325}dokomade tsuzukuno
{325}{405}toki wa HAPPENING no PARTY
{405}{473}BLUE ni hitatteru
{473}{547}hima wa nai hazu yo, itsudemo
{547}{691}CHANCE no megami wa maegami dake nano
{691}{746}kizutsuku ki ga shite
{746}{823}tozashiteta mune no DOOR wo
{823}{891}hiraite tobidaseba
{891}{966}kaketeku dareka no kutsuoto
{966}{1111}ano ko wa RIVAL soretomo tomodachi
{1111}{1246}shinji aetara kimochi raku ni nareruyo
{1246}{1387}onaji yume ou hito wo kata tataki hagemaseba
{1387}{1538}ai wa kokoro wo mirai e hakobu kaze
{1538}{1598}WEDDING BELL, SYMPATHY
{1598}{1673}takaku nari hibiku
{1673}{1809}machikado ima, afureteru MERRY ANGEL
{1809}{1877}WEDDING MARCH, SYMPHONY
{1877}{1956}oshaberi na yume ga
{1956}{2176}kasanari atte kitto uta ni naru SOMEDAY
{268}{272}|ÿ                 
{1232}{1236}|                                  ÿ   
{1236}{1245}|                                    ÿ 
{1249}{1253}|ÿ                                           
{1253}{1258}| ÿ                                          
{1258}{1267}|   ÿ                                        
{1267}{1275}|      ÿ                                     
{1275}{1283}|        ÿ                                   
{1283}{1292}|           ÿ                                
{1292}{1297}|            ÿ                               
{1297}{1301}|              ÿ                             
{1301}{1306}|                ÿ                           
{1306}{1318}|                   ÿ                        
{1318}{1323}|                      ÿ                     
{1323}{1327}|                        ÿ                   
{1327}{1336}|                           ÿ                
{1336}{1344}|                             ÿ              
{1344}{1353}|                               ÿ            
{1353}{1362}|                                  ÿ         
{1362}{1367}|                                    ÿ       
{1367}{1371}|                                      ÿ     
{1371}{1376}|                                        ÿ   
{1376}{1386}|                                          ÿ 
{1395}{1409}|ÿ                                  
{1409}{1414}| ÿ                                 
{1414}{1424}|   ÿ                               
{1424}{1432}|      ÿ                            
{1432}{1444}|        ÿ                          
{1444}{1449}|          ÿ                        
{1449}{1460}|             ÿ                     
{1466}{1474}|                ÿ                  
{1474}{1480}|                  ÿ                
{1484}{1493}|                    ÿ              
{1493}{1501}|                      ÿ            
{1501}{1510}|                        ÿ          
{1510}{1519}|                          ÿ        
{1519}{1523}|                            ÿ      
{1523}{1528}|                               ÿ   
{1528}{1537}|                                 ÿ 
{1544}{1550}|ÿ                     
{1550}{1555}|  ÿ                   
{1555}{1563}|        ÿ             
{1579}{1584}|              ÿ       
{1584}{1589}|                 ÿ    
{1589}{1597}|                   ÿ  
{1614}{1619}|ÿ                 
{1619}{1624}|  ÿ               
{1624}{1632}|    ÿ             
{1632}{1637}|       ÿ          
{1641}{1650}|         ÿ        
{1650}{1654}|            ÿ     
{1654}{1661}|              ÿ   
{1665}{1672}|                ÿ 
{1684}{1693}|ÿ                                   
{1693}{1702}|  ÿ                                 
{1702}{1707}|     ÿ                              
{1711}{1716}|       ÿ                            
{1721}{1727}|          ÿ                         
{1727}{1739}|           ÿ                        
{1746}{1755}|               ÿ                    
{1755}{1760}|                ÿ                   
{1764}{1768}|                  ÿ                 
{1768}{1773}|                    ÿ               
{1773}{1779}|                      ÿ             
{1783}{1786}|                         ÿ          
{1786}{1791}|                           ÿ        
{1791}{1799}|                               ÿ    
{1799}{1808}|                                 ÿ  
{1825}{1829}|ÿ                      
{1829}{1834}|  ÿ                    
{1834}{1842}|        ÿ              
{1859}{1863}|               ÿ       
{1863}{1869}|                  ÿ    
{1869}{1876}|                     ÿ 
{1893}{1898}|ÿ                  
{1898}{1903}| ÿ                 
{1903}{1911}|    ÿ              
{1911}{1921}|      ÿ            
{1921}{1929}|         ÿ         
{1929}{1934}|            ÿ      
{1934}{1940}|              ÿ    
{1945}{1955}|                 ÿ 
{1963}{1972}|ÿ                                     
{1972}{1978}|  ÿ                                   
{1982}{1991}|    ÿ                                 
{1991}{1999}|      ÿ                               
{1999}{2005}|         ÿ                            
{2005}{2005}|          ÿ                           
{2023}{2038}|              ÿ                       
{2038}{2061}|                ÿ                     
{2068}{2073}|                    ÿ                 
{2073}{2077}|                     ÿ                
{2077}{2082}|                        ÿ             
{2082}{2086}|                           ÿ          
{2086}{2094}|                             ÿ        
{2094}{2112}|                                ÿ     
{2112}{2146}|                                    ÿ 
