{58}{237}Pour devenir un vrai Ninja
{237}{311}Mon petit Nicolas
{311}{415}Faut travailler, faut t'appliquer
{415}{490}Sans jamais te lasser
{490}{595}Faut tout apprendre, faut tout comprendre
{595}{670}Sans se laisser surprendre
{670}{772}Et puis enfin, un jour viendra
{772}{844}Où l'on sera fier de toi
{844}{907}Faut travailler
{907}{1020}C'est ça la loi de l'Académie des Ninjas
{1020}{1117}Parfois je sais
{1117}{1218}C'est difficile d'y arriver
{1218}{1297}Faut pas pleurer
{1297}{1378}Il faut y aller sans hésiter
{1378}{1488}Pour devenir un vrai Ninja
{1488}{1565}Mon petit Nicolas
{1565}{1666}Il faut avoir au fond du coeur
{1666}{1742}Le courage et l'ardeur
{1742}{1844}Faut se donner, sans hésiter
{1844}{1922}Jamais se décourager
{1922}{2024}Et puis enfin, un jour viendra
{2024}{2094}Où tu seras fier de toi
{2094}{2159}Faut travailler
{2159}{2271}C'est ça la loi de l'Académie des Ninjas
{2271}{2369}Et ce jour là
{2369}{2457}Sera le plus beau pour toi
{2457}{2548}Car tu auras
{2548}{2633}Enfin réussi ton grand exploit
{2633}{2743}Pour devenir un vrai Ninja
{2743}{2817}Mon petit Nicolas
{2817}{2921}Faut travailler, faut t'appliquer
{2921}{2996}Sans jamais te lasser
{2996}{3087}On sera fier de toi
{3087}{3187}A l'Académie des Ninjas
{158}{163}|ÿ                         
{1818}{1821}|                     ÿ      
{1828}{1833}|                       ÿ    
{1840}{1843}|                         ÿ  
{1857}{1859}|ÿ                   
{1863}{1865}|  ÿ                 
{1869}{1874}|       ÿ            
{1874}{1877}|          ÿ         
{1886}{1892}|            ÿ       
{1892}{1898}|               ÿ    
{1902}{1907}|                 ÿ  
{1946}{1952}|ÿ                             
{1952}{1956}|   ÿ                          
{1964}{1967}|        ÿ                     
{1974}{1978}|          ÿ                   
{1992}{1998}|               ÿ              
{1998}{2001}|                  ÿ           
{2008}{2012}|                       ÿ      
{2019}{2023}|                           ÿ  
{2036}{2041}|ÿ                      
{2041}{2047}|   ÿ                   
{2047}{2053}|      ÿ                
{2053}{2056}|        ÿ              
{2064}{2070}|            ÿ          
{2070}{2076}|                 ÿ     
{2076}{2079}|                    ÿ  
{2125}{2127}|ÿ              
{2131}{2135}|     ÿ         
{2143}{2146}|        ÿ      
{2154}{2158}|          ÿ    
{2171}{2176}|ÿ                                       
{2176}{2179}|      ÿ                                 
{2186}{2189}|         ÿ                              
{2198}{2201}|            ÿ                           
{2215}{2217}|                ÿ                       
{2221}{2226}|                   ÿ                    
{2226}{2231}|                      ÿ                 
{2231}{2237}|                        ÿ               
{2237}{2242}|                          ÿ             
{2242}{2247}|                              ÿ         
{2247}{2253}|                                  ÿ     
{2253}{2256}|                                     ÿ  
{2293}{2296}|ÿ            
{2305}{2308}|   ÿ         
{2338}{2342}|      ÿ      
{2350}{2354}|           ÿ 
{2396}{2400}|ÿ                         
{2400}{2406}|  ÿ                       
{2406}{2411}|     ÿ                    
{2411}{2414}|        ÿ                 
{2423}{2429}|             ÿ            
{2429}{2432}|                  ÿ       
{2440}{2442}|                       ÿ  
{2472}{2475}|ÿ           
{2484}{2487}|    ÿ       
{2518}{2519}|       ÿ    
{2529}{2533}|         ÿ  
{2570}{2575}|ÿ                             
{2575}{2581}|  ÿ                           
{2581}{2586}|      ÿ                       
{2586}{2592}|        ÿ                     
{2592}{2597}|          ÿ                   
{2597}{2603}|             ÿ                
{2603}{2609}|                 ÿ            
{2609}{2614}|                       ÿ      
{2614}{2618}|                         ÿ    
{2665}{2666}|ÿ                         
{2670}{2673}|     ÿ                    
{2682}{2685}|       ÿ                  
{2694}{2696}|         ÿ                
{2711}{2716}|             ÿ            
{2716}{2720}|                ÿ         
{2727}{2731}|                     ÿ    
{2738}{2742}|                        ÿ 
{2754}{2760}|ÿ                
{2760}{2763}|    ÿ            
{2771}{2775}|      ÿ          
{2783}{2789}|          ÿ      
{2789}{2792}|            ÿ    
{2799}{2802}|              ÿ  
{2842}{2848}|ÿ                                
{2848}{2852}|     ÿ                           
{2859}{2863}|        ÿ                        
{2871}{2874}|          ÿ                      
{2889}{2891}|                 ÿ               
{2895}{2898}|                      ÿ          
{2904}{2908}|                          ÿ      
{2917}{2920}|                             ÿ   
{2931}{2937}|ÿ                    
{2937}{2940}|     ÿ               
{2948}{2952}|       ÿ             
{2960}{2966}|            ÿ        
{2966}{2969}|               ÿ     
{2977}{2981}|                  ÿ  
{3021}{3027}|ÿ                  
{3027}{3030}|   ÿ               
{3039}{3043}|     ÿ             
{3051}{3056}|        ÿ          
{3056}{3060}|             ÿ     
{3068}{3072}|                ÿ  
{3113}{3115}|ÿ                      
{3119}{3123}|  ÿ                    
{3123}{3126}|     ÿ                 
{3130}{3135}|       ÿ               
{3135}{3141}|         ÿ             
{3141}{3146}|             ÿ         
{3146}{3150}|                 ÿ     
{3154}{3157}|                    ÿ  
